Year,Job_Title,Salary_USD,Industry,Location,Experience_Level,AI_Adoption_Level,Required_Skills,Job_Openings,Remote_Work,Growth_Rate,Company_Size,Job_Type,Gender_Diversity_Index,Hiring_Frequency,Skill_Complexity
2023,Data Scientist,65458,Retail,Chicago,Mid,High,"Python, ML, AI",499,Hybrid,21.3,Small (<50 employees),Internship,0.22,High,High
2012,AI Researcher,112667,Finance,Seattle,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",389,Hybrid,18.0,Large (>500 employees),Internship,0.49,Medium,High
2020,AI Researcher,64575,Healthcare,Miami,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",144,Yes,11.8,Large (>500 employees),Part-time,0.96,High,Medium
2017,DL Engineer,148037,Technology,Houston,Senior,High,"Python, ML, AI, TensorFlow, PyTorch",352,Hybrid,10.1,Small (<50 employees),Contract,0.13,High,High
2020,ML Engineer,91615,Research,Boston,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",408,Yes,5.3,Small (<50 employees),Full-time,0.95,High,Medium
2022,Salesforce Consultant,114477,Healthcare,Chicago,Junior,High,"Python, ML, AI",133,Yes,5.6,Small (<50 employees),Contract,0.74,Medium,Low
2019,Salesforce Developer,127564,Education,Chicago,Junior,Medium,"Python, SQL, Stats",156,No,5.7,Small (<50 employees),Full-time,0.84,High,Medium
2014,AI Researcher,74261,Retail,Miami,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",376,No,15.8,Small (<50 employees),Part-time,0.87,Medium,High
2017,AI Researcher,122360,Finance,Austin,Mid,Low,"AI, Research, TensorFlow, PyTorch",146,Hybrid,24.2,Large (>500 employees),Part-time,0.74,High,Low
2014,Data Scientist,79686,Manufacturing,Boston,Junior,Medium,"Python, ML, AI",170,No,5.6,Medium (50-500 employees),Part-time,0.25,High,Low
2012,Data Scientist,73555,Technology,Boston,Senior,High,"AI, Research",98,Hybrid,16.2,Small (<50 employees),Internship,0.23,High,Medium
2013,Data Scientist,137903,Finance,Seattle,Junior,Low,"AI, Research",239,No,21.0,Small (<50 employees),Full-time,0.79,Low,High
2024,AI Engineer,125845,Education,Houston,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",63,No,19.8,Small (<50 employees),Part-time,0.86,Low,Medium
2023,AI Researcher,89557,Technology,San Jose,Senior,Low,"AI, Research, TensorFlow, PyTorch",112,Yes,12.1,Small (<50 employees),Contract,0.66,High,High
2021,AI Engineer,89027,Healthcare,New York,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",108,Hybrid,17.0,Medium (50-500 employees),Internship,0.26,Low,Medium
2012,Data Scientist,128932,Healthcare,Seattle,Mid,Medium,"Sales, CRM",350,Yes,15.8,Medium (50-500 employees),Part-time,0.53,High,Low
2023,AI Researcher,128318,Education,Seattle,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",185,Yes,15.5,Large (>500 employees),Full-time,0.92,Low,Medium
2014,Data Scientist,60994,Retail,Chicago,Mid,Low,"AI, Research",57,Yes,9.4,Large (>500 employees),Internship,0.74,Medium,High
2013,Salesforce Developer,114843,Manufacturing,Austin,Mid,High,"Sales, CRM",496,Hybrid,23.7,Medium (50-500 employees),Part-time,0.82,High,Medium
2018,Salesforce Developer,80294,Finance,Austin,Mid,High,"Python, SQL, Stats",142,No,8.7,Large (>500 employees),Contract,0.71,Medium,High
2024,AI Engineer,147147,Finance,Houston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",338,No,1.9,Large (>500 employees),Full-time,0.12,Low,Low
2011,ML Engineer,130630,Education,Houston,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",116,Yes,19.2,Medium (50-500 employees),Full-time,0.61,Medium,High
2014,Data Scientist,129359,Technology,San Francisco,Mid,High,"Sales, CRM",159,No,2.7,Small (<50 employees),Contract,0.25,High,Low
2023,ML Engineer,130820,Finance,Seattle,Junior,High,"AI, Research, TensorFlow, PyTorch",168,No,16.4,Medium (50-500 employees),Internship,0.67,Medium,High
2013,Salesforce Consultant,68445,Technology,Chicago,Senior,Medium,"AI, Research",77,Hybrid,2.8,Medium (50-500 employees),Contract,0.38,High,High
2024,AI Engineer,149567,Manufacturing,New York,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",233,Hybrid,13.2,Medium (50-500 employees),Contract,0.59,Medium,High
2016,AI Researcher,71071,Research,Seattle,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",74,Yes,11.5,Small (<50 employees),Contract,0.94,High,Low
2011,Data Scientist,84339,Technology,Boston,Mid,High,"Sales, CRM",109,Hybrid,10.1,Medium (50-500 employees),Internship,0.65,High,Medium
2020,Data Scientist,95945,Retail,Austin,Junior,Medium,"AI, Research",285,No,11.0,Large (>500 employees),Full-time,0.8,High,High
2018,Salesforce Administrator,143979,Retail,San Francisco,Mid,High,"Python, SQL, Stats",281,Hybrid,16.7,Small (<50 employees),Internship,0.94,High,High
2023,Data Scientist,87789,Retail,Boston,Senior,Medium,"AI, Research",245,Hybrid,12.6,Medium (50-500 employees),Full-time,0.28,High,High
2010,ML Engineer,124032,Retail,Miami,Senior,Medium,"AI, Research, TensorFlow, PyTorch",200,Yes,17.8,Medium (50-500 employees),Part-time,0.71,Low,Medium
2015,AI Researcher,115341,Finance,San Jose,Mid,High,"Python, ML, AI, TensorFlow, PyTorch",186,Yes,13.7,Small (<50 employees),Part-time,0.61,High,Low
2013,AI Researcher,123122,Finance,San Francisco,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",197,Yes,24.9,Small (<50 employees),Full-time,0.75,Medium,Medium
2022,Data Scientist,103985,Technology,San Jose,Junior,High,"Python, SQL, Stats",239,Hybrid,6.3,Medium (50-500 employees),Full-time,0.2,Low,Medium
2017,Data Scientist,101641,Healthcare,Seattle,Junior,High,"Python, SQL, Stats",103,Hybrid,20.2,Small (<50 employees),Internship,0.47,Low,Medium
2019,Salesforce Administrator,82897,Technology,Austin,Senior,Medium,"Sales, CRM",321,No,5.4,Large (>500 employees),Part-time,0.65,Medium,Low
2018,ML Engineer,136076,Manufacturing,Houston,Senior,Medium,"AI, Research, TensorFlow, PyTorch",401,Hybrid,4.3,Small (<50 employees),Contract,0.47,Medium,High
2022,Data Scientist,107818,Finance,Boston,Senior,Low,"AI, Research",178,Yes,2.0,Medium (50-500 employees),Full-time,0.25,Medium,Medium
2022,DL Engineer,147425,Education,Seattle,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",195,Yes,18.7,Large (>500 employees),Part-time,0.79,High,High
2018,AI Engineer,135092,Research,New York,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",293,Hybrid,7.9,Medium (50-500 employees),Internship,0.82,Low,Medium
2015,Data Scientist,90558,Manufacturing,New York,Junior,High,"Sales, CRM",415,No,18.8,Medium (50-500 employees),Full-time,0.53,High,Medium
2017,AI Researcher,137815,Education,Austin,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",480,Hybrid,6.0,Small (<50 employees),Full-time,0.37,Low,Medium
2015,AI Researcher,63531,Retail,New York,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",94,Hybrid,6.8,Small (<50 employees),Contract,0.91,High,Medium
2014,ML Engineer,76563,Research,Houston,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",155,No,22.5,Large (>500 employees),Part-time,0.72,High,Medium
2013,Data Scientist,96015,Healthcare,San Jose,Senior,High,"AI, Research",75,Yes,15.6,Small (<50 employees),Part-time,0.93,Medium,Low
2010,DL Engineer,126981,Technology,Austin,Junior,High,"Python, SQL, Stats, TensorFlow, PyTorch",393,Hybrid,5.2,Small (<50 employees),Full-time,0.33,Medium,High
2024,AI Researcher,83404,Education,San Francisco,Senior,High,"AI, Research, TensorFlow, PyTorch",229,Hybrid,22.8,Medium (50-500 employees),Part-time,0.94,Low,Medium
2023,ML Engineer,80387,Manufacturing,San Francisco,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",233,No,24.6,Large (>500 employees),Internship,0.97,High,Medium
2017,AI Researcher,109730,Research,New York,Junior,Medium,"AI, Research, TensorFlow, PyTorch",369,No,17.4,Medium (50-500 employees),Part-time,0.43,Low,Low
2020,DL Engineer,91119,Technology,Houston,Junior,Medium,"AI, Research, TensorFlow, PyTorch",429,Hybrid,13.0,Medium (50-500 employees),Part-time,0.65,Medium,High
2011,Salesforce Consultant,60041,Technology,Boston,Mid,Low,"Python, SQL, Stats",484,Hybrid,7.8,Small (<50 employees),Contract,0.74,Low,Medium
2013,DL Engineer,65249,Healthcare,San Francisco,Mid,High,"Python, ML, AI, TensorFlow, PyTorch",72,Hybrid,22.0,Large (>500 employees),Contract,0.44,High,Medium
2016,Salesforce Administrator,111514,Education,San Francisco,Senior,Low,"Sales, CRM",265,Hybrid,23.7,Small (<50 employees),Contract,0.64,Medium,Medium
2011,Data Scientist,92924,Technology,San Francisco,Senior,Low,"AI, Research",125,Hybrid,2.8,Medium (50-500 employees),Part-time,0.52,Medium,Medium
2020,ML Engineer,88079,Finance,San Jose,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",378,Hybrid,11.5,Medium (50-500 employees),Contract,0.69,Medium,Low
2024,Salesforce Developer,85569,Technology,Seattle,Junior,High,"Python, SQL, Stats",231,Yes,9.9,Medium (50-500 employees),Internship,0.88,High,Medium
2023,AI Researcher,135524,Finance,Chicago,Junior,High,"Python, SQL, Stats, TensorFlow, PyTorch",316,Hybrid,25.0,Large (>500 employees),Full-time,0.65,High,Low
2013,Salesforce Developer,107306,Research,New York,Junior,Low,"Python, SQL, Stats",69,No,13.4,Large (>500 employees),Contract,0.56,High,High
2010,AI Researcher,129450,Manufacturing,Chicago,Junior,High,"Sales, CRM, TensorFlow, PyTorch",197,Hybrid,16.6,Large (>500 employees),Full-time,0.44,Medium,Low
2022,Salesforce Developer,92870,Retail,Seattle,Senior,Low,"Python, SQL, Stats",303,Yes,14.2,Medium (50-500 employees),Part-time,0.99,Medium,Low
2019,AI Engineer,99651,Technology,San Francisco,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",187,Yes,6.7,Large (>500 employees),Part-time,0.71,High,Medium
2015,AI Researcher,124235,Finance,Houston,Junior,Low,"AI, Research, TensorFlow, PyTorch",476,Yes,5.7,Medium (50-500 employees),Contract,0.58,High,Medium
2018,Salesforce Developer,101179,Technology,Miami,Senior,High,"Python, ML, AI",341,No,21.7,Large (>500 employees),Internship,0.85,High,Medium
2016,DL Engineer,129964,Manufacturing,San Francisco,Mid,Low,"Sales, CRM, TensorFlow, PyTorch",437,Hybrid,17.2,Small (<50 employees),Part-time,0.21,High,High
2023,AI Researcher,61633,Manufacturing,San Francisco,Senior,High,"AI, Research, TensorFlow, PyTorch",204,Hybrid,2.4,Small (<50 employees),Contract,0.37,High,Medium
2010,Salesforce Developer,131989,Finance,Chicago,Senior,Medium,"Python, SQL, Stats",268,Hybrid,4.5,Small (<50 employees),Part-time,0.77,High,Medium
2020,Salesforce Developer,144516,Finance,Houston,Senior,Low,"Sales, CRM",359,No,2.9,Medium (50-500 employees),Internship,0.54,Medium,Low
2023,AI Researcher,132659,Manufacturing,New York,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",255,No,1.5,Small (<50 employees),Internship,0.34,High,High
2013,Salesforce Consultant,145404,Education,Chicago,Senior,Medium,"Python, ML, AI",411,Yes,5.2,Large (>500 employees),Full-time,0.16,High,Medium
2015,Data Scientist,109632,Manufacturing,Boston,Junior,High,"Python, SQL, Stats",330,Hybrid,16.8,Large (>500 employees),Part-time,0.72,Medium,Low
2016,AI Engineer,83400,Technology,Miami,Junior,Low,"AI, Research, TensorFlow, PyTorch",255,Yes,18.2,Large (>500 employees),Contract,0.86,Medium,High
2020,DL Engineer,105866,Manufacturing,Austin,Mid,Low,"Sales, CRM, TensorFlow, PyTorch",341,No,5.1,Small (<50 employees),Part-time,0.68,High,Low
2013,Salesforce Consultant,119207,Retail,San Jose,Mid,High,"Python, ML, AI",327,No,18.2,Medium (50-500 employees),Full-time,0.38,Medium,Low
2017,Data Scientist,89046,Healthcare,San Francisco,Mid,Low,"AI, Research",172,Yes,11.9,Small (<50 employees),Internship,0.79,High,Medium
2019,Data Scientist,108613,Manufacturing,Miami,Mid,High,"Sales, CRM",468,No,5.0,Small (<50 employees),Contract,0.96,High,Low
2024,AI Engineer,85563,Finance,Houston,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",85,Hybrid,14.6,Small (<50 employees),Part-time,0.15,High,Medium
2021,AI Researcher,142249,Manufacturing,Seattle,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",487,Hybrid,25.0,Small (<50 employees),Internship,0.91,High,High
2020,DL Engineer,135693,Retail,Chicago,Junior,Medium,"AI, Research, TensorFlow, PyTorch",236,No,1.2,Small (<50 employees),Full-time,0.73,Low,Medium
2019,DL Engineer,123756,Technology,San Jose,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",395,No,14.6,Large (>500 employees),Full-time,0.21,High,High
2013,AI Researcher,132716,Healthcare,Miami,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",115,No,3.4,Large (>500 employees),Part-time,0.6,Medium,Medium
2019,Data Scientist,95368,Research,Chicago,Mid,Medium,"Python, ML, AI",160,Yes,2.2,Small (<50 employees),Part-time,0.43,Low,Medium
2021,ML Engineer,129205,Technology,San Jose,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",146,Hybrid,23.0,Small (<50 employees),Part-time,0.85,High,Low
2010,AI Researcher,79479,Technology,Seattle,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",316,Hybrid,24.6,Medium (50-500 employees),Part-time,0.66,High,Medium
2013,Salesforce Developer,118198,Education,San Jose,Senior,High,"Sales, CRM",284,Yes,15.1,Small (<50 employees),Internship,0.71,Medium,Medium
2015,DL Engineer,139484,Retail,New York,Mid,High,"AI, Research, TensorFlow, PyTorch",231,Hybrid,13.8,Small (<50 employees),Contract,0.67,Low,High
2012,AI Engineer,97293,Education,Austin,Senior,Low,"AI, Research, TensorFlow, PyTorch",315,No,21.3,Medium (50-500 employees),Full-time,0.36,High,Low
2018,Salesforce Administrator,131523,Finance,New York,Junior,High,"AI, Research",161,Yes,23.5,Large (>500 employees),Part-time,0.93,High,High
2015,Data Scientist,67796,Manufacturing,San Jose,Mid,Medium,"AI, Research",206,Yes,10.9,Medium (50-500 employees),Part-time,0.31,High,High
2020,AI Engineer,96632,Education,Boston,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",92,Hybrid,3.3,Large (>500 employees),Internship,0.2,Medium,High
2022,AI Researcher,113972,Technology,New York,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",204,Yes,3.4,Small (<50 employees),Full-time,0.61,Low,Medium
2014,AI Researcher,76009,Research,San Francisco,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",199,Yes,5.7,Medium (50-500 employees),Part-time,0.82,High,High
2010,AI Engineer,146557,Research,Houston,Senior,High,"Python, ML, AI, TensorFlow, PyTorch",279,No,24.8,Medium (50-500 employees),Contract,0.18,Low,Medium
2022,Data Scientist,77574,Manufacturing,San Jose,Junior,Low,"AI, Research",457,Hybrid,1.4,Small (<50 employees),Contract,0.58,High,Medium
2010,Salesforce Administrator,87150,Technology,New York,Junior,Low,"Python, ML, AI",234,Hybrid,17.8,Small (<50 employees),Full-time,0.92,Medium,Medium
2018,Data Scientist,129342,Education,Houston,Senior,Low,"Python, ML, AI",367,Hybrid,15.8,Large (>500 employees),Internship,0.12,Low,Low
2018,Data Scientist,76873,Manufacturing,Seattle,Junior,Medium,"Python, SQL, Stats",194,Yes,21.4,Large (>500 employees),Internship,0.25,Low,Medium
2020,DL Engineer,142787,Manufacturing,Miami,Mid,High,"AI, Research, TensorFlow, PyTorch",108,Yes,9.8,Small (<50 employees),Internship,0.22,High,Low
2021,Data Scientist,68951,Healthcare,Boston,Junior,Medium,"Python, ML, AI",482,No,23.7,Large (>500 employees),Contract,0.58,High,Medium
2019,Salesforce Consultant,125023,Retail,Seattle,Senior,Medium,"Sales, CRM",174,No,7.1,Medium (50-500 employees),Internship,0.57,Low,Medium
2010,Salesforce Developer,72895,Healthcare,Austin,Mid,High,"Python, SQL, Stats",403,Yes,10.9,Medium (50-500 employees),Internship,0.71,High,High
2022,Salesforce Administrator,104328,Technology,San Francisco,Junior,Low,"Python, ML, AI",190,Hybrid,13.9,Medium (50-500 employees),Contract,0.34,Medium,Medium
2017,Salesforce Administrator,130192,Finance,Austin,Mid,Medium,"Python, ML, AI",314,Yes,13.6,Small (<50 employees),Full-time,0.72,Low,Medium
2020,AI Researcher,62607,Research,Miami,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",273,Hybrid,2.1,Medium (50-500 employees),Part-time,0.77,Low,High
2011,Salesforce Administrator,127322,Retail,Houston,Mid,Medium,"Python, SQL, Stats",286,Yes,8.2,Large (>500 employees),Full-time,0.52,Medium,Medium
2024,Salesforce Consultant,121932,Research,Austin,Mid,High,"Python, ML, AI",418,No,2.2,Small (<50 employees),Full-time,0.39,Low,Low
2017,Data Scientist,60478,Retail,New York,Junior,High,"AI, Research",227,Yes,7.7,Large (>500 employees),Internship,0.48,Medium,Low
2014,DL Engineer,125720,Research,Houston,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",265,Hybrid,14.1,Small (<50 employees),Full-time,0.62,Medium,Medium
2024,Data Scientist,61312,Technology,Austin,Senior,Medium,"AI, Research",482,No,1.0,Small (<50 employees),Part-time,0.44,Medium,High
2015,ML Engineer,136996,Manufacturing,Seattle,Senior,High,"Sales, CRM, TensorFlow, PyTorch",499,Hybrid,4.3,Medium (50-500 employees),Internship,0.51,High,Medium
2010,AI Researcher,94226,Manufacturing,Boston,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",228,Yes,23.2,Small (<50 employees),Part-time,0.84,High,High
2010,Data Scientist,78263,Technology,Austin,Senior,Low,"Python, ML, AI",491,Yes,13.8,Small (<50 employees),Internship,0.16,Low,High
2010,Data Scientist,122137,Healthcare,San Jose,Senior,Low,"Python, ML, AI",154,No,11.3,Large (>500 employees),Full-time,0.65,Medium,High
2019,AI Researcher,106078,Research,San Francisco,Senior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",280,Hybrid,4.1,Small (<50 employees),Internship,0.87,High,Medium
2022,DL Engineer,89916,Healthcare,San Jose,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",65,Hybrid,23.9,Medium (50-500 employees),Part-time,0.64,Medium,Medium
2018,Data Scientist,68429,Manufacturing,New York,Mid,Low,"Python, ML, AI",300,Hybrid,9.9,Large (>500 employees),Part-time,0.91,Medium,Medium
2023,Data Scientist,118388,Retail,New York,Mid,Low,"Sales, CRM",76,No,6.0,Small (<50 employees),Full-time,0.61,Medium,Medium
2021,DL Engineer,141734,Technology,San Francisco,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",388,Hybrid,3.2,Large (>500 employees),Full-time,0.46,Medium,High
2024,DL Engineer,109715,Technology,Boston,Mid,Low,"Sales, CRM, TensorFlow, PyTorch",90,Yes,17.0,Large (>500 employees),Part-time,0.96,High,Medium
2016,Data Scientist,114828,Healthcare,Austin,Senior,Medium,"Python, ML, AI",301,No,7.4,Small (<50 employees),Contract,0.63,High,Low
2011,Salesforce Administrator,73640,Education,San Francisco,Mid,Medium,"Python, SQL, Stats",480,Hybrid,21.1,Large (>500 employees),Contract,0.42,High,Medium
2010,Salesforce Consultant,99153,Retail,Chicago,Senior,Low,"AI, Research",87,No,6.0,Medium (50-500 employees),Contract,0.74,High,Medium
2022,Salesforce Developer,99861,Technology,Seattle,Junior,Low,"Python, ML, AI",441,Yes,11.9,Large (>500 employees),Contract,0.13,Medium,Low
2022,Data Scientist,109522,Finance,Seattle,Senior,Low,"AI, Research",196,No,12.0,Small (<50 employees),Part-time,0.92,High,Medium
2022,ML Engineer,69109,Finance,New York,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",424,Yes,14.9,Large (>500 employees),Full-time,0.31,Medium,High
2011,Salesforce Consultant,119174,Research,San Jose,Senior,Low,"Sales, CRM",404,No,20.3,Medium (50-500 employees),Part-time,0.85,Medium,Medium
2018,Data Scientist,73409,Finance,Austin,Mid,High,"Python, SQL, Stats",60,Yes,5.2,Small (<50 employees),Internship,0.97,Low,High
2017,Data Scientist,148580,Finance,Austin,Mid,High,"Python, SQL, Stats",261,No,3.6,Large (>500 employees),Internship,0.7,Low,Medium
2015,Data Scientist,144186,Research,New York,Mid,High,"Python, ML, AI",340,Hybrid,11.5,Large (>500 employees),Contract,0.33,Medium,Medium
2010,Salesforce Developer,149958,Retail,Boston,Mid,Low,"Python, SQL, Stats",329,Yes,14.6,Medium (50-500 employees),Full-time,0.63,Medium,Low
2017,Salesforce Consultant,68575,Finance,Miami,Senior,Low,"Python, SQL, Stats",387,Yes,13.3,Large (>500 employees),Full-time,0.13,Low,High
2012,Salesforce Consultant,131291,Healthcare,New York,Junior,Low,"AI, Research",457,Hybrid,13.2,Small (<50 employees),Internship,0.41,Medium,Medium
2014,Data Scientist,128963,Manufacturing,Houston,Junior,Medium,"Python, SQL, Stats",235,No,11.4,Small (<50 employees),Internship,0.12,High,Medium
